chr,start,stop,CpG_count,mean_group1,mean_group2,logFC,logCPM,PValue,FDR,fold_change
chr7,157574501,157575000,19,27,4,2.02141826127847,1.96341685336384,2.12252932817633e-5,0.00958240475830527,4.05982702707589
chr7,157620001,157620500,13,23,3.5,1.9792441569898,1.76493275535913,2.2815641534494e-4,0.0217239916706777,3.94286456879961
chr7,158895001,158895500,3,4.5,10.5,-1.89446413421574,1.11314212826573,8.8297719639636e-4,0.0375689514448215,0.268973484921507
chr7,158909501,158910000,14,29.5,6,1.57471984092034,2.13939718880504,1.5451020676603e-4,0.0185074636897364,2.97877641708683
chr7,158922001,158922500,17,23,3.5,1.97939242208606,1.76748235964359,2.2468852642605e-4,0.0217239916706777,3.94326979597395
chr7,159285501,159286000,4,4,10,-1.98854445084041,1.0365609994598,5.7602251665515e-4,0.0314573845235332,0.251992997509338
chr8,30091501,30092000,24,20.5,3.5,1.81454607991891,1.64598291807153,6.1130901066744e-4,0.0332296418298876,3.51748940982763
chr8,32255501,32256000,4,4,10.5,-2.05796286223436,1.07690294964066,4.340750511871e-4,0.0281127206952951,0.240154897961185
chr8,34841501,34842000,3,2.5,8,-2.31618094246705,0.723133501722226,8.5888038110361e-4,0.0375689514448215,0.200798313533434
chr8,44933001,44933500,9,14.5,28.5,-1.67051065454374,2.43912195603694,6.153519841522e-6,0.00488767615521002,0.314142130591065
chr8,45815501,45816000,9,4.5,11,-1.9609577955034,1.15281992225389,5.9857951587161e-4,0.0325936239804395,0.256857873836536
chr8,45816001,45816500,12,4.5,15,-2.40511767808597,1.42862432152922,5.3218583612084e-6,0.00479721079511063,0.188793673000875
chr8,47830501,47831000,14,21,2.5,2.31968395553119,1.61881062943197,7.59755485576761e-5,0.0141666089873896,4.99222845162454
chr8,48572501,48573000,14,17,2.5,2.02084964186322,1.39564784136339,0.00129153429487982,0.0468148723918073,4.05822721454958
chr8,48678001,48678500,5,22.5,3,2.15738188974561,1.715458491451,1.935665407245e-4,0.0214969026490991,4.46104558327571
chr8,48678501,48679000,9,27,6,1.44757167997782,2.0444208020611,0.00107764383105843,0.0408229020360037,2.72748578951644
chr8,53702001,53702500,3,3,9.5,-2.3100588320139,0.911904705576969,5.2583757694245e-4,0.0293451625691473,0.201652216412811
chr8,53828001,53828500,10,6.5,15,-1.89830755446254,1.54307665633301,6.0361017518625e-4,0.0328579283036036,0.268257878151421
chr8,53973001,53973500,3,8,13.5,-1.44524786016873,1.53938773432812,0.00126996188760929,0.0468148723918073,0.367229061633201
chr8,54012001,54012500,9,16.5,2.5,1.97422286190695,1.36342264894891,8.3687422007127e-4,0.0375689514448215,3.92916529631629
chr8,54052501,54053000,6,2.5,8,-2.3162193366617,0.721720634536982,8.5888038110361e-4,0.0375689514448215,0.200792969793606
chr8,54061001,54061500,15,18,2.5,2.09867529953243,1.45355362632843,7.5825031903543e-4,0.0375689514448215,4.28315919413835
chr8,54792501,54793000,3,3.5,13.5,-2.60077836960754,1.265631323497,2.98236462556279e-5,0.0119496651832576,0.164849524459479
chr8,54913001,54913500,11,21.5,4,1.69490038838621,1.72188938245463,0.00109793529405193,0.0415420809582574,3.23754532050694
chr8,58097001,58097500,6,5,14,-2.15906664845064,1.39443711918802,8.47015750379993e-6,0.00618263161783783,0.223901073684317
chr8,58147001,58147500,15,21.5,4,1.69490038838621,1.72188938245463,0.00109793529405193,0.0415420809582574,3.23754532050694
chr8,58303501,58304000,4,6,13,-1.79705582866613,1.39377701447623,6.8486906549201e-4,0.0359643756014137,0.287761236981038
chr8,58450501,58451000,3,2.5,8,-2.316200139692,0.722426923110073,8.5888038110361e-4,0.0375689514448215,0.200795641627979
chr8,58612501,58613000,5,3,9,-2.23759434944732,0.865295226567055,0.00116081781399285,0.0436949949449864,0.21203960312643
chr8,58981001,58981500,4,6,16,-2.09469265949033,1.5742178331729,9.38241825754646e-6,0.00666403209206237,0.234117931206304
chr8,58981501,58982000,2,8.5,14.5,-1.46178731983168,1.62330051815782,0.00109793529405193,0.0415420809582574,0.363043085356108
chr8,59070501,59071000,4,10.5,18.5,-1.51130209839981,1.9171705833948,1.3649843821774e-4,0.017579060480063,0.350794467929008
chr8,59386001,59386500,4,4,11,-2.12489312296346,1.11554274130549,1.9354719298074e-4,0.0214969026490991,0.229267994692806
chr8,59708501,59709000,4,2.5,8,-2.31756846104808,0.721727159156608,0.00106691773000808,0.0405487252086616,0.200605287669877
chr8,60780001,60780500,1,5,11.5,-1.87734625305229,1.2256497206224,5.118616161639e-4,0.028919031002322,0.272183920675531
chr8,60810001,60810500,4,4,13,-2.36132985504392,1.26461988690769,3.43302747729542e-5,0.0130068934895622,0.194611672036625
chr8,60853001,60853500,14,23.5,2.5,2.48045312712621,1.74055539125238,9.38241825754646e-6,0.00666403209206237,5.58072720611657
chr8,60965501,60966000,9,16.5,2.5,1.97706622710304,1.36609878353795,0.00112022809404951,0.0422836707114985,3.93691680866409
chr8,61011001,61011500,11,20,2.5,2.24944950946967,1.564971814524,1.8385892105222e-4,0.0208690299986604,4.75501373865799
chr8,61849501,61850000,12,4,10,-1.98858483414036,1.03723543514181,0.00143831407736382,0.0488396089466156,0.251985943928303
chr8,62694501,62695000,3,6.5,14,-1.79061161339504,1.48369845645318,1.7187626673274e-4,0.0199273977770873,0.289049480910309
chr8,63001501,63002000,1,7,13.5,-1.63394287781524,1.48403575949377,6.1130901066744e-4,0.0332296418298876,0.322206414835687
chr8,66112001,66112500,8,9,16.5,-1.56662217112588,1.75278400269357,3.2100329706644e-4,0.0246283571484135,0.337597898561909
chr8,66762001,66762500,15,18.5,3,1.88367005772476,1.51200977139626,0.0010726184264012,0.0406524752745375,3.69012594762302
chr8,67095501,67096000,3,4.5,11,-1.96117010614002,1.15216398574514,5.7242851382574e-4,0.0312810064592759,0.256820076765976
chr8,67586001,67586500,4,2.5,9,-2.48385870518214,0.821038928410887,1.804764154807e-4,0.0207554463395178,0.178765630404906
chr8,69348501,69349000,5,4,10.5,-2.05834729784097,1.07691592635202,3.2698525815796e-4,0.0249351170750558,0.240090912301339
chr8,69900001,69900500,4,14.5,20.5,-1.19885265629174,2.15604305687066,7.7745227953719e-4,0.0375689514448215,0.435621584213263
chr8,70295001,70295500,5,4.5,10,-1.82468302799082,1.07521449124688,0.00143831407736382,0.0488396089466156,0.28230311871385
chr8,70535501,70536000,27,21.5,4,1.69498665854024,1.72252662473572,0.00111032143762566,0.0419344081009536,3.2377389247522
chr8,73057001,73057500,8,5.5,12,-1.80469064719327,1.29500415732154,7.5825031903543e-4,0.0375689514448215,0.286242411678568
chr8,73396501,73397000,11,23,3,2.19734320011595,1.7440672187174,3.8031484982652e-5,0.0130507276524771,4.58633964920194
chr8,73438501,73439000,12,24.5,3,2.28596032211271,1.81028738777343,9.40798470631649e-6,0.00667342184455374,4.87688624733249
chr8,73464001,73464500,5,5.5,14,-2.02550288012514,1.42527375081006,2.56183937190922e-5,0.0106495443825248,0.245619519131801
chr8,73729001,73729500,6,10,16,-1.37236943966948,1.77523093405335,8.1054752997944e-4,0.0375689514448215,0.386256351151946
chr8,74237501,74238000,8,19,3.5,1.70576309990836,1.56758584656398,0.00146087551760723,0.0495025930737536,3.26201428500077
chr8,74266501,74267000,1,4.5,10,-1.82470222003332,1.07452307963917,0.00143831407736382,0.0488396089466156,0.282299363285806
chr8,74390001,74390500,2,12,18,-1.28196721780739,1.95762535683974,7.386700921001e-4,0.0369909228851993,0.411234378681307
chr8,74769501,74770000,2,3,9,-2.23533004794241,0.865275691415292,5.3625693651824e-4,0.0297607045315696,0.212372659351109
chr8,74823501,74824000,1,2.5,8.5,-2.40264779181405,0.772889607184618,4.9049913259967e-4,0.0281127206952951,0.189117163597603
chr8,76987501,76988000,5,3,9.5,-2.31252044264366,0.911217979952751,3.1252679489692e-4,0.0242410264927834,0.201308438981016
chr8,77113001,77113500,5,7,18,-2.04645975651098,1.73457548363082,5.6488576944386e-6,0.00479721079511063,0.242077390049638
chr8,77240501,77241000,5,6,12.5,-1.7409288355554,1.35988554635398,4.7567056267043e-4,0.0281127206952951,0.299176998077372
chr8,78543501,78544000,8,3,13,-2.76404054315488,1.19396508905624,2.68244874401625e-5,0.011042658799872,0.14721121165679
chr8,78781501,78782000,4,4.5,10.5,-1.89444521623482,1.11383819841933,8.8297719639636e-4,0.0375689514448215,0.268977011979183
chr8,79332001,79332500,5,2.5,10,-2.62554089449157,0.912908775005607,0.0012239796326424,0.0458983021477781,0.162044179419714
chr8,79355001,79355500,10,11,20,-1.55711272895324,2.00358534572736,8.18956166559184e-5,0.0148393319950242,0.339830505846055
chr8,80172001,80172500,12,13,19,-1.24586572981774,2.04005556887465,0.00124609694486482,0.0466952886894527,0.421654796288466
chr8,81204001,81204500,9,4,10,-1.9885444458135,1.0365609994598,5.7602478996227e-4,0.0314573845235332,0.251992998387379
chr8,81583501,81584000,4,4.5,11,-1.96105481295857,1.15145651962537,5.4417387754777e-4,0.0301104376474797,0.256840601399409
chr8,81812001,81812500,1,3,10,-2.38580728229584,0.95513743763914,1.8113381757618e-4,0.0207554463395178,0.191337653736215
chr8,85659501,85660000,11,2.5,9.5,-2.56722156132633,0.866280087636293,3.6086280984399e-4,0.0270006141919409,0.168728833685888
chr8,86440501,86441000,1,7.5,15.5,-1.73518539643532,1.62530606651015,1.2391083551038e-4,0.016281886798361,0.300370410196202
chr8,86485501,86486000,5,14.5,21,-1.23340263869369,2.17707168078508,5.4293739293998e-4,0.030051227485286,0.425313148444957
chr8,86832001,86832500,3,2.5,8,-2.31618039467457,0.723120441178209,8.5888038110361e-4,0.0375689514448215,0.200798389776731
chr8,87992001,87992500,1,4.5,12.5,-2.1439144866667,1.26158312737992,7.02449804195658e-5,0.013884949843299,0.226265026803932
chr8,88130501,88131000,4,4.5,10,-1.82468248034181,1.07520152809066,0.00143831407736382,0.0488396089466156,0.282303225876521
chr8,90733001,90733500,5,3,9.5,-2.30665676619386,0.91194379131971,0.00108407803802416,0.0410580076827655,0.202128300137596
chr8,90733501,90734000,4,3.5,10,-2.17150260246482,0.997487903984822,7.6078703454477e-4,0.0375689514448215,0.22197935288068
chr8,93727501,93728000,5,19.5,24.5,-1.03133683248407,2.45924473507605,0.00135676177866229,0.0470578560588441,0.489256582933368
chr8,93955501,93956000,17,19,3.5,1.70574394389373,1.56693253018082,0.00146087551760723,0.0495025930737536,3.2619709724664
chr8,94063501,94064000,12,19.5,2.5,2.2132168183283,1.53826384503671,1.8385892105222e-4,0.0208690299986604,4.63708064825293
chr8,94347501,94348000,2,7.5,13,-1.48256018726556,1.48035167288731,9.5675877018552e-4,0.0375689514448215,0.357853206702485
chr8,94726501,94727000,7,14,20.5,-1.25159687789638,2.13701493039673,7.772612227676e-4,0.0375689514448215,0.419983082989856
chr8,96564501,96565000,8,14.5,21.5,-1.26717967052851,2.19660524667849,3.7724589781863e-4,0.0281127206952951,0.415471185574288
chr8,97225501,97226000,9,2.5,8.5,-2.40268673376536,0.771492997378269,4.9049913259967e-4,0.0281127206952951,0.189112058920749
chr8,97738001,97738500,17,19,3,1.92182052885314,1.53923328921541,6.8486906549201e-4,0.0359643756014137,3.78900890067576
chr8,98587001,98587500,5,4,9.5,-1.91533638152856,0.994355442943514,9.1693449057221e-4,0.0375689514448215,0.265110114555038
chr8,98675501,98676000,16,24,4.5,1.68643376491005,1.86054853294305,4.2399573024495e-4,0.0281127206952951,3.21860105230934
chr8,98988501,98989000,2,8.5,15,-1.5107310528834,1.65056916084607,9.5900260491204e-4,0.0375689514448215,0.35093334638409
chr8,99308001,99308500,8,6.5,12.5,-1.62822018734376,1.3920850745167,0.0010726184264012,0.0406524752745375,0.323487038537633
chr8,100231501,100232000,18,18,2.5,2.09869445825443,1.45421361627225,7.5825031903543e-4,0.0375689514448215,4.28321607407405
chr8,101347501,101348000,4,8,14,-1.4973808100373,1.56823104881345,8.3882420580971e-4,0.0375689514448215,0.354195844171512
chr8,101388001,101388500,4,2.5,8,-2.31618066857078,0.72312697143628,8.5888038110361e-4,0.0375689514448215,0.200798351655082
chr8,101689001,101689500,22,18,2.5,2.09384483542639,1.45158130565589,6.1474028780063e-4,0.0333928678880731,4.26884220543594
chr8,102029501,102030000,8,2.5,8,-2.31619959189953,0.722413868262201,8.5888038110361e-4,0.0375689514448215,0.200795717870261
chr8,102379001,102379500,7,3,11.5,-2.58541033007325,1.07963696676884,2.78185288754417e-5,0.0113182569187659,0.166614939419989
chr8,103368501,103369000,4,3.5,9.5,-2.10228955441452,0.952734352176969,0.00141245906894045,0.0481401241737511,0.232888361050169
chr8,106442001,106442500,7,7,14,-1.68539274545929,1.51397771851347,5.9312612001459e-4,0.0323357679795822,0.310918260397775
chr8,106989501,106990000,3,3.5,11,-2.30986763764667,1.07792630633403,1.9958274681902e-4,0.0217239916706777,0.201678942312388
chr8,107307001,107307500,4,12.5,19.5,-1.33871300076485,2.04161959331574,4.2798249340299e-4,0.0281127206952951,0.395373203142223
chr8,107547501,107548000,3,5,11,-1.81422095685133,1.18712244736644,8.735329227676e-4,0.0375689514448215,0.284357752645429
chr8,108205501,108206000,4,5.5,11.5,-1.74380195045028,1.25955270829027,0.001200937811076,0.0450936922553617,0.298581782512141
chr8,109338501,109339000,4,8,14.5,-1.54764586417962,1.5965060473749,5.406036732416e-4,0.0299312526339065,0.342067782449253
chr8,115315001,115315500,6,4.5,11,-1.96099076593663,1.15146298983806,5.3847666330657e-4,0.029818069377163,0.256852003837424
chr8,115672501,115673000,5,17,27,-1.36729957949987,2.46452548493465,2.08490687005488e-5,0.00958240475830527,0.387616105290711
chr8,115754001,115754500,9,3,11.5,-2.58567003124817,1.07964346609041,3.42394274643166e-5,0.0130068934895622,0.166584949574606
chr8,115754501,115755000,5,5,13,-2.05286031986441,1.33001533713872,1.1724369351535e-4,0.0161166266587933,0.241005784718697
chr8,115934501,115935000,1,2.5,11.5,-2.83464892840899,1.03960401453686,8.59636422828087e-6,0.00626206902221699,0.140179867572857
chr8,116114001,116114500,7,4,9.5,-1.91535584851748,0.993666996071993,9.1693449057221e-4,0.0375689514448215,0.265106537318896
chr8,116392001,116392500,6,7.5,14.5,-1.63967556770683,1.56919801829389,3.1270945376592e-4,0.0242410264927834,0.320928636493064
chr8,117824001,117824500,6,5,11,-1.81471431898255,1.18852026895473,0.00146058402925157,0.0495025930737536,0.284260526719132
chr8,117987001,117987500,6,3.5,10.5,-2.24335119751382,1.03687848446242,1.0444273332139e-4,0.0161166266587933,0.211195178271932
chr8,118045001,118045500,7,8.5,16,-1.60232866846391,1.70637285425309,2.2045760952894e-4,0.0217239916706777,0.329344949462832
chr8,120192501,120193000,9,3.5,11.5,-2.37320382106758,1.11864461767347,7.01729974345427e-5,0.013884949843299,0.19301651236009
chr8,120340501,120341000,5,8.5,14.5,-1.46176813763613,1.62396234460862,0.00109793529405193,0.0415420809582574,0.363047912439833
chr8,120863001,120863500,7,4,11,-2.12432577573949,1.11693702899536,6.1105230562613e-4,0.0332296418298876,0.22935817323799
chr8,120863501,120864000,4,3,10.5,-2.4555508261285,0.997811980852986,1.0444273332139e-4,0.0161166266587933,0.182307923922813
chr8,121062501,121063000,2,5,11,-1.81375258449887,1.18918723677067,8.2667203922442e-4,0.0375689514448215,0.28445008465426
chr8,121256501,121257000,3,10,16.5,-1.41646745531575,1.8011853909295,5.4136320015834e-4,0.0299702349332092,0.374628495394285
chr8,121275501,121276000,4,6.5,13,-1.68436664376915,1.42461981401995,6.8486906549201e-4,0.0359643756014137,0.31113947640327
chr8,121411001,121411500,20,17,2.5,2.0169293747535,1.39434541258375,0.00120945288456819,0.0453803211585498,4.0472146731637
chr8,121647001,121647500,5,6,11.5,-1.62174785997206,1.29262247629715,0.00140540250262987,0.0479296634954753,0.324941550734934
chr8,122351001,122351500,8,5.5,12.5,-1.86315037320973,1.32831606608624,4.7567056267043e-4,0.0281127206952951,0.274875385363386
chr8,122849501,122850000,8,4.5,12,-2.08541555238772,1.22802505112967,1.1783287098584e-4,0.0161166266587933,0.235628254085353
chr8,122916001,122916500,14,20.5,3,2.03894322048335,1.62174407828046,5.075454175574e-4,0.0286961719482868,4.10944402074527
chr8,123674001,123674500,8,9,17,-1.60883317610615,1.77980197238471,1.7736931487223e-4,0.0204786068266264,0.327863413359883
chr8,125131001,125131500,3,6.5,13,-1.68442420588674,1.42259686784385,6.8486906549201e-4,0.0359643756014137,0.311127062490881
chr8,125171001,125171500,5,10,19,-1.61081838318826,1.92076232647238,5.0701031068465e-4,0.0286704159721091,0.32741257022214
chr8,125200501,125201000,8,4.5,11,-1.96097130036049,1.15214456710592,5.3847666330657e-4,0.029818069377163,0.256855469438833
chr8,125224001,125224500,4,3,9,-2.23531085207715,0.865976756016936,5.3625693651824e-4,0.0297607045315696,0.212375485107044
chr8,126702501,126703000,3,3,11,-2.5220958323128,1.03858471448865,5.99342283540676e-5,0.0135727932641176,0.174089870623655
chr8,127202001,127202500,2,4.5,10,-1.82464436931626,1.07659162099809,0.00143831407736382,0.0488396089466156,0.282310683452277
chr8,127257501,127258000,9,33,6.5,1.62901020713349,2.27795864397063,1.432078472468e-4,0.0177288155785391,3.09300723291169
chr8,127490501,127491000,3,4.5,11.5,-2.02450766581001,1.19157976012904,1.9663862002146e-4,0.0217153799289572,0.245789013298204
chr8,128032001,128032500,10,18.5,3,1.88400066962635,1.51332370695355,0.00112344617142038,0.0424019540464433,3.69097168377788
chr8,128287501,128288000,7,4,13,-2.36204668529835,1.26398709811683,1.2732806392115e-4,0.0166338613032695,0.194514999573848
chr8,128301501,128302000,4,6.5,12.5,-1.62822018734376,1.3920850745167,0.0010726184264012,0.0406524752745375,0.323487038537633
chr8,128539001,128539500,3,4,9.5,-1.91535612235991,0.993673485046738,9.1693449057221e-4,0.0375689514448215,0.265106486998204
chr8,128802501,128803000,8,3,9.5,-2.31253991235136,0.910525011976835,3.1252679489692e-4,0.0242410264927834,0.201305722266877
chr8,130289501,130290000,4,5,13.5,-2.10676659460718,1.36327712581389,8.40429986832405e-5,0.0151648864597807,0.232166770974656
chr8,132737501,132738000,3,2.5,8,-2.31623950655783,0.722407340880041,8.9244061964597e-4,0.0375689514448215,0.200790162585624
chr8,133273501,133274000,8,20.5,2.5,2.29042144190056,1.59377999360448,2.8525179838991e-4,0.022742288502237,4.89198995635515
chr8,133737501,133738000,12,25.5,2.5,2.61229145533381,1.83573715390931,2.35046746606898e-5,0.0102580587158241,6.1147412671433
chr8,134637001,134637500,4,19,3,1.92178194300126,1.53793042117988,6.8486906549201e-4,0.0359643756014137,3.78890756243243
chr8,135506501,135507000,6,4,9.5,-1.91615001936602,0.992978814181119,9.9262979414989e-4,0.0380073177172199,0.264960642351732
chr8,135507001,135507500,6,4,10.5,-2.06161873791339,1.07485343583223,4.8624907053061e-4,0.0281127206952951,0.239547101481409
chr8,140009501,140010000,11,26.5,6,1.42076838651996,2.02553302350501,0.00107764383105843,0.0408229020360037,2.67728066284344
chr8,140063001,140063500,12,20.5,4,1.62693210048604,1.67303660096694,0.0013550831059771,0.0470578560588441,3.08855516808442
chr8,140129501,140130000,16,29,6,1.55015736057515,2.12054199848047,2.3024099383472e-4,0.0217239916706777,2.92849079679091
chr8,140598001,140598500,16,20,3,1.99525758404884,1.59345009623353,4.3454440351936e-4,0.0281127206952951,3.98687281862269
chr8,140707001,140707500,10,23,3.5,1.9793730015715,1.76684933222995,2.2468852642605e-4,0.0217239916706777,3.94321671489244
chr8,141077501,141078000,17,18,2.5,2.11344628979112,1.45686214881006,0.0014704642951717,0.0498108318265556,4.32723745406216
chr8,142308001,142308500,17,21.5,2.5,2.35291223628111,1.64146243668797,4.30413133960361e-5,0.0130634844750863,5.10854425836553
chr8,142351001,142351500,8,17.5,2.5,2.05839422386284,1.42458323938993,0.001200937811076,0.0450936922553617,4.16522440430235
chr8,142384501,142385000,3,3.5,9.5,-2.10026460894494,0.954103022723581,9.2193395465812e-4,0.0375689514448215,0.233215469225413
chr8,142729501,142730000,7,8.5,15,-1.51042286146707,1.64927457984398,7.2400860514845e-4,0.0368089479892141,0.351008321479258
chr8,143297501,143298000,16,30,7,1.37963465685207,2.19348104734314,9.2626072637582e-4,0.0375689514448215,2.60202469962692
chr8,143502001,143502500,22,22.5,3,2.16391770913592,1.71803162797873,4.18499803231975e-5,0.0130634844750863,4.48130123749607
chr8,143607501,143608000,16,37,3.5,2.66163090520439,2.30021804343244,8.361179658792521e-9,8.94917754869818e-5,6.32747939893686
chr8,143900001,143900500,12,21,3.5,1.84906359285094,1.67140862556955,3.9175805168684e-4,0.0281127206952951,3.60266271840153
chr9,712001,712500,12,18,2.5,2.09867557362611,1.45354732307899,7.5825031903543e-4,0.0375689514448215,4.28316000788412
chr9,2700501,2701000,6,2.5,8.5,-2.4026861860087,0.771479953897244,4.9049913259967e-4,0.0281127206952951,0.189112130722069
chr9,6988501,6989000,5,4.5,11.5,-2.02452685836253,1.19089248291712,1.9663862002146e-4,0.0217153799289572,0.245785743523904
chr9,13276001,13276500,5,2.5,9.5,-2.56354938227922,0.865591910661079,1.1912286182422e-4,0.0161166266587933,0.169158856452632
chr9,13509501,13510000,4,3,9,-2.23521077875066,0.865963727150211,5.8045463540693e-4,0.0316800986320337,0.212390217159066
chr9,14290501,14291000,1,2.5,8.5,-2.40530461415145,0.770769038542508,6.422900774551e-4,0.0341478259220867,0.188769211795265
chr9,16159001,16159500,4,3.5,9.5,-2.09906453681662,0.954129040047611,0.00134743878441681,0.046836625538281,0.233409544766504
chr9,17282501,17283000,3,2.5,9.5,-2.56343767483117,0.866968534101125,0.00133789736580196,0.0468148723918073,0.169171954879687
chr9,17422001,17422500,4,3,9.5,-2.3125207164861,0.911224491461764,3.1252679489692e-4,0.0242410264927834,0.201308400770039
chr9,20904001,20904500,4,5,11,-1.81377204922611,1.18850733738611,8.2667203922442e-4,0.0375689514448215,0.284446246902133
chr9,26916001,26916500,4,4.5,10.5,-1.89438763934229,1.11590855828545,8.8297719639636e-4,0.0375689514448215,0.268987746867091
chr9,35361501,35362000,4,3.5,12.5,-2.48951312502034,1.19497714607205,3.95818857684212e-5,0.0130507276524771,0.178066357436283
chr9,35362001,35362500,5,5.5,14.5,-2.07546116025154,1.45916633843596,4.46391786584813e-5,0.0133378115054784,0.23725967760164
chr9,35527001,35527500,2,3,9,-2.2353303218028,0.865282203105006,5.3625693651824e-4,0.0297607045315696,0.212372619037354
chr9,35795001,35795500,5,7.5,13.5,-1.53654041948508,1.51100094996026,0.00126996188760929,0.0468148723918073,0.344711080861847
chr9,41031501,41032000,3,4,10.5,-2.06702105070546,1.07485991623826,9.0587754431846e-4,0.0375689514448215,0.238651771284936
chr9,62799001,62799500,23,24,4.5,1.68629414490864,1.85928819982293,4.1406511920041e-4,0.0281127206952951,3.21828958015029
chr9,69120001,69120500,27,23.5,2.5,2.48049196577588,1.74182324785302,9.38241825754646e-6,0.00666403209206237,5.58087744634079
chr9,69542001,69542500,6,4,10.5,-2.05834702403444,1.07690943798282,3.2698525815796e-4,0.0249351170750558,0.240090957867771
chr9,69588001,69588500,2,5,11.5,-1.87734597928155,1.22564325536476,5.118616161639e-4,0.028919031002322,0.272183972326085
chr9,72390001,72390500,11,21,3.5,1.84906359285094,1.67140862556955,3.9175805168684e-4,0.0281127206952951,3.60266271840153
chr9,77017001,77017500,21,18,2.5,2.09869473234812,1.45420731063552,7.5825031903543e-4,0.0375689514448215,4.28321688783063
chr9,77022001,77022500,22,22.5,3,2.19155234518084,1.72316261695396,0.00104282080763822,0.0398148792837301,4.56796736978674
chr9,78976001,78976500,7,4.5,10.5,-1.89442602419232,1.1145280567609,8.8297719639636e-4,0.0375689514448215,0.268980590180006
chr9,79366001,79366500,4,2.5,8.5,-2.40268591213046,0.771473432198349,4.9049913259967e-4,0.0281127206952951,0.189112166622729
chr9,81295001,81295500,5,2.5,10,-2.63473990449813,0.912241188874298,4.95772215590918e-5,0.0135727932641176,0.161014229436222
chr9,81646001,81646500,9,5.5,11.5,-1.74380195045028,1.25955270829027,0.001200937811076,0.0450936922553617,0.298581782512141
chr9,82217001,82217500,6,2.5,8.5,-2.405769309557,0.771499519160396,8.4479126524873e-4,0.0375689514448215,0.188708418587397
chr9,84887001,84887500,9,3,10.5,-2.44640709542429,0.998469523290816,5.8371223090932e-4,0.0318434227672308,0.183467052008702
chr9,85716501,85717000,2,2.5,8,-2.31623950680506,0.722407340880041,8.9244082919685e-4,0.0375689514448215,0.200790162551215
chr9,88973501,88974000,8,18,2.5,2.09869445825443,1.45421361627225,7.5825031903543e-4,0.0375689514448215,4.28321607407405
chr9,91175001,91175500,5,4,11,-2.12515835943738,1.11416247689363,1.9981350555494e-4,0.0217239916706777,0.229225848124615
chr9,91410501,91411000,9,11.5,17.5,-1.3010405625409,1.91653575765223,0.00135041977871171,0.0469387348490774,0.405833379993678
chr9,92630001,92630500,6,8,16,-1.68830147121917,1.679683420459,1.2824299375893e-4,0.0166834751014474,0.310292026266576
chr9,95017001,95017500,2,3.5,9.5,-2.10030189332982,0.953412054340271,9.1693449057221e-4,0.0375689514448215,0.233209442183862
chr9,95815001,95815500,20,26.5,2.5,2.65273892574293,1.87611628589932,7.00375222095777e-7,0.00145043146665087,6.2886002309066
chr9,97660001,97660500,5,3,9.5,-2.31253991235136,0.910525011976835,3.1252679489692e-4,0.0242410264927834,0.201305722266877
chr9,101538001,101538500,3,3,10.5,-2.45579231735097,0.996400111429267,1.091571950289e-4,0.0161166266587933,0.182277410142937
chr9,101547501,101548000,7,3.5,10,-2.17158146325596,0.997461887801379,7.4479405275218e-4,0.0372889600434692,0.221967219346943
chr9,104742501,104743000,6,2.5,8.5,-2.40264833957071,0.772902661976114,4.9049913259967e-4,0.0281127206952951,0.189117091794372
chr9,106697001,106697500,7,3.5,10,-2.1736044705329,0.996069830731837,5.7256079256824e-4,0.0312810064592759,0.22165618575902
chr9,109039001,109039500,6,4,14.5,-2.52044099253977,1.36596938827206,1.4026409739414e-6,0.00212069114234674,0.174289674548917
chr9,109777501,109778000,4,3.5,9.5,-2.10028297241133,0.954116031330883,9.1693449057221e-4,0.0375689514448215,0.233212500741393
chr9,117748001,117748500,7,4,10.5,-2.05827316489553,1.07760178185564,8.9316236311277e-4,0.0375689514448215,0.240103249699956
chr9,120436001,120436500,8,10,16.5,-1.41624463065206,1.80312484281066,0.00105631020667543,0.0402390010697807,0.374686361341654
chr9,120928001,120928500,17,21,3.5,1.84720004088726,1.66883088867413,5.3650070822457e-4,0.0297727047028027,3.59801210636523
chr9,121230501,121231000,5,4,12,-2.24643323712298,1.19261237558575,2.8524873844589e-4,0.022742288502237,0.210744482104509
chr9,125546001,125546500,17,19.5,2.5,2.21323597349564,1.53891840049514,1.8385892105222e-4,0.0208690299986604,4.6371422168055
chr9,125569001,125569500,11,5.5,13.5,-1.95904925719034,1.39680603975431,5.9386291659175e-4,0.0323694065949354,0.257197895448811
chr9,129361001,129361500,29,18,2.5,2.09867529953243,1.45355362632843,7.5825031903543e-4,0.0375689514448215,4.28315919413835
chr9,131166501,131167000,5,3.5,9.5,-2.10026350355283,0.954807273780549,9.1693449057221e-4,0.0375689514448215,0.23321564791504
chr9,132606001,132606500,15,19.5,3,1.95902544241218,1.56724548389281,4.3454440351936e-4,0.0281127206952951,3.88799251737629
chr9,132852001,132852500,13,3,10,-2.38582675198564,0.954446048150247,1.8113381757618e-4,0.0207554463395178,0.191335071583008
chr9,134640001,134640500,8,21.5,3,2.10294588201876,1.67172060197384,2.1199259075493e-4,0.0217239916706777,4.29585673845664
chr9,135836001,135836500,18,27.5,5,1.74378389447105,2.02737488441248,5.7400818973655e-4,0.0313535912957671,3.34912423729859
chr9,135838001,135838500,25,49,12,1.33496563008981,2.8553660359529,0.00109602174395107,0.0414856510441153,2.52269471776527
